date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2025-12-22,21165946,0386,A673,142,21165946|0386|A673|2025-12-22|net demand for net demand for safety|001954,2025-12-22,2025-12-27,delivery_shipment
2025-12-22,21143103,0386,A673,100,21143103|0386|A673|2025-12-22|push replenishment|001754,2025-12-22,2025-12-27,delivery_shipment
2025-12-22,21143110,0386,A673,30,21143110|0386|A673|2025-12-22|push replenishment|001824,2025-12-22,2025-12-27,delivery_shipment
2025-12-22,21165868,0386,A673,188,21165868|0386|A673|2025-12-22|push replenishment|001882,2025-12-22,2025-12-27,delivery_shipment
2025-12-22,21165946,0386,A673,287,21165946|0386|A673|2025-12-22|push replenishment|001956,2025-12-22,2025-12-27,delivery_shipment
2025-12-22,21165946,0386,A680,1,21165946|0386|A680|2025-12-22|net demand for normal|001969,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,31,21377091|0386|A680|2025-12-22|net demand for normal|002189,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21416910,0386,A680,2,21416910|0386|A680|2025-12-22|net demand for normal|002226,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,2,21143110|0386|A680|2025-12-22|net demand for forecast|001825,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,2,21143110|0386|A680|2025-12-22|net demand for forecast|001826,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,2,21143110|0386|A680|2025-12-22|net demand for forecast|001827,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,2,21143110|0386|A680|2025-12-22|net demand for forecast|001828,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,2,21143110|0386|A680|2025-12-22|net demand for forecast|001829,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,2,21143110|0386|A680|2025-12-22|net demand for forecast|001830,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,3,21143110|0386|A680|2025-12-22|net demand for forecast|001831,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,3,21143110|0386|A680|2025-12-22|net demand for forecast|001832,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,3,21143110|0386|A680|2025-12-22|net demand for forecast|001833,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,3,21143110|0386|A680|2025-12-22|net demand for forecast|001834,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,3,21143110|0386|A680|2025-12-22|net demand for forecast|001835,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,3,21143110|0386|A680|2025-12-22|net demand for forecast|001836,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,1,21165946|0386|A680|2025-12-22|net demand for forecast|001957,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,3,21165946|0386|A680|2025-12-22|net demand for forecast|001958,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,3,21165946|0386|A680|2025-12-22|net demand for forecast|001959,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,3,21165946|0386|A680|2025-12-22|net demand for forecast|001960,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,3,21165946|0386|A680|2025-12-22|net demand for forecast|001961,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,3,21165946|0386|A680|2025-12-22|net demand for forecast|001962,2025-12-22,2025-12-30,delivery_shipment
2025-12-22,21165946,0386,A680,3,21165946|0386|A680|2025-12-22|net demand for forecast|001963,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,4,21165946|0386|A680|2025-12-22|net demand for forecast|001964,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,4,21165946|0386|A680|2025-12-22|net demand for forecast|001965,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,4,21165946|0386|A680|2025-12-22|net demand for forecast|001966,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,4,21165946|0386|A680|2025-12-22|net demand for forecast|001967,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,4,21165946|0386|A680|2025-12-22|net demand for forecast|001968,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,5,21377091|0386|A680|2025-12-22|net demand for forecast|002177,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,5,21377091|0386|A680|2025-12-22|net demand for forecast|002178,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,5,21377091|0386|A680|2025-12-22|net demand for forecast|002179,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,5,21377091|0386|A680|2025-12-22|net demand for forecast|002180,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,5,21377091|0386|A680|2025-12-22|net demand for forecast|002181,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,5,21377091|0386|A680|2025-12-22|net demand for forecast|002182,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,12,21377091|0386|A680|2025-12-22|net demand for forecast|002183,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,12,21377091|0386|A680|2025-12-22|net demand for forecast|002184,2025-12-22,2025-12-30,delivery_shipment
2025-12-22,21377091,0386,A680,13,21377091|0386|A680|2025-12-22|net demand for forecast|002185,2025-12-22,2025-12-30,delivery_shipment
2025-12-22,21377091,0386,A680,13,21377091|0386|A680|2025-12-22|net demand for forecast|002186,2025-12-22,2025-12-30,delivery_shipment
2025-12-22,21377091,0386,A680,13,21377091|0386|A680|2025-12-22|net demand for forecast|002187,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A680,13,21377091|0386|A680|2025-12-22|net demand for forecast|002188,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143103,0386,A680,6,21143103|0386|A680|2025-12-22|net demand for safety|001755,2025-12-22,2025-12-30,delivery_shipment
2025-12-22,21143110,0386,A680,52,21143110|0386|A680|2025-12-22|net demand for safety|001837,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165868,0386,A680,5,21165868|0386|A680|2025-12-22|net demand for safety|001883,2025-12-22,2025-12-30,delivery_shipment
2025-12-22,21165946,0386,A680,18,21165946|0386|A680|2025-12-22|net demand for safety|001970,2025-12-22,2025-12-30,delivery_shipment
2025-12-22,21143103,0386,A680,11,21143103|0386|A680|2025-12-22|push replenishment|001756,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21143110,0386,A680,58,21143110|0386|A680|2025-12-22|push replenishment|001838,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165868,0386,A680,26,21165868|0386|A680|2025-12-22|push replenishment|001884,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21165946,0386,A680,53,21165946|0386|A680|2025-12-22|push replenishment|001971,2025-12-22,2025-12-29,delivery_shipment
2025-12-22,21377091,0386,A715,14,21377091|0386|A715|2025-12-22|net demand for normal|002203,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21419490,0386,A715,23,21419490|0386|A715|2025-12-22|net demand for normal|002242,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21428668,0386,A715,3,21428668|0386|A715|2025-12-22|net demand for normal|002300,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21442422,0386,A715,3,21442422|0386|A715|2025-12-22|net demand for normal|002330,2025-12-22,2026-01-02,delivery_shipment
2025-12-22,21139445,0386,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001643,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001644,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001645,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001646,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001647,2025-12-22,2026-01-02,delivery_shipment
2025-12-22,21139445,0386,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001648,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001649,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001650,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001651,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001652,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001653,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001654,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001655,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001656,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21139445,0386,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001657,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001757,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001758,2025-12-22,2026-01-02,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001759,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001760,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001761,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001762,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001763,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001764,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001765,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001766,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001767,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001768,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001769,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001770,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21143103,0386,A715,1,21143103|0386|A715|2025-12-22|net demand for forecast|001771,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21165868,0386,A715,1,21165868|0386|A715|2025-12-22|net demand for forecast|001885,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21165868,0386,A715,1,21165868|0386|A715|2025-12-22|net demand for forecast|001886,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21165868,0386,A715,1,21165868|0386|A715|2025-12-22|net demand for forecast|001887,2025-12-22,2026-01-01,delivery_shipment
2025-12-22,21165868,0386,A715,1,21165868|0386|A715|2025-12-22|net demand for forecast|001888,2025-12-22,2026-01-01,delivery_shipment
